municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Cristópolis,Cristópolis (SEDE) - EBDA,São Francisco,RPGA do Rio Grande,-12.217972,-44.434539,350.01,13.2,114.01,47.7,11.8,6.8,0.0,0.0,0.0,39.1,146.11,326.8
Santa Rita de Cássia,Santa Rita de Cássia (SEDE),São Francisco,RPGA do Rio Grande,-11.001281,-44.517867,193.21,4.5,158.2,113.9,31.0,0.0,0.0,0.0,0.0,27.0,238.8,377.5
Wanderley,Wanderley (SEDE) - EBDA,São Francisco,RPGA do Rio Grande,-12.117972,-43.884524,188.61,21.21,144.1,20.9,6.0,6.0,0.0,0.0,0.0,54.41,230.61,288.6
Santa Rita de Cássia,Santa Rita de Cássia - A415,São Francisco,RPGA do Rio Grande,-11.002768,-44.524965,186.4,10.8,118.0,112.8,39.81,0.0,0.2,0.0,0.61,18.4,239.0,77.4
Bom Jesus da Lapa,Bom Jesus da Lapa - A418,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251094,-43.405365,136.0,33.6,68.4,59.41,15.4,24.21,0.0,0.0,2.6,10.8,4.81,1.8
Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251389,-43.405278,75.3,34.0,78.6,58.0,16.0,24.6,0.0,0.0,2.81,90.21,128.5,237.7
Caetité,Caetité - 83339,São Francisco,RPGA do Rio de Contas,-14.066667,-42.483333,202.6,0.0,87.3,7.2,7.4,8.0,11.8,5.4,9.1,30.1,73.3,292.5
Santa Rita de Cássia,Santa Rita de Cássia - 83076,São Francisco,RPGA do Rio Grande,-11.016667,-44.516667,194.5,11.6,128.7,118.4,41.6,0.0,0.2,0.0,0.31,20.1,258.8,385.41
Buritirama,Buritirama - A432,São Francisco,RPGA do Rio Grande,-10.722925,-43.651203,147.61,4.2,19.8,26.0,0.0,0.0,0.0,0.0,0.0,19.2,79.4,181.0
Barra,Barra - A429,São Francisco,RPGA do Rio Grande,-11.084858,-43.138998,165.2,1.6,54.0,104.8,1.8,0.0,0.0,0.0,0.0,26.4,155.2,368.8
Baianópolis,Baianópolis (Fz. São Rafael) - EBDA,São Francisco,RPGA do Rio Grande,-12.307697,-44.535931,272.0,23.0,136.0,17.0,35.0,0.0,0.0,0.0,0.0,60.0,277.0,419.0
Baianópolis,Baianópolis (Cascudeiro) - EBDA,São Francisco,RPGA do Rio Grande,-12.528533,-44.480095,227.0,15.0,115.0,80.0,65.0,0.0,0.0,0.0,0.0,36.0,86.0,175.0
Angical,Angical (Ouriçangas) - EBDA,São Francisco,RPGA do Rio Grande,-12.008246,-44.696209,332.7,8.0,128.0,11.0,0.0,0.0,0.0,0.0,0.0,146.0,139.5,334.1
Fazenda Piabanha,Fazenda Piabanha,São Francisco,RPGA do Rio de Contas,-14.59737,-42.38433,68.25,0.0,43.75,26.0,9.25,0.0,0.5,0.75,0.75,64.25,137.0,488.5
